name;open;high;low;close;volume;marketCap;timestamp
"2781";1349.2012776653;1529.7141820499;1341.8186807944;1446.6827069354;47321528.88;0;"2022-08-28 17:00:00"
"2781";1446.5656238645;1678.1941644623;1387.9892891185;1657.048010231;77366715.77;0;"2022-09-04 17:00:00"
"2781";1656.4067723844;1675.0375635749;1293.9114659646;1297.2068245878;91987506.87;0;"2022-09-11 17:00:00"
"2781";1297.6747839523;1345.3213436377;1173.6038707066;1249.3733289386;57799150.07;0;"2022-09-18 17:00:00"
"2781";1249.467000787;1349.6771086366;1219.6523678128;1238.5671558714;50524614.63;0;"2022-09-25 17:00:00"
"2781";1238.6147977561;1342.5513497123;1230.7338212121;1282.4947230647;46254986.8;0;"2022-10-02 17:00:00"
"2781";1282.5787703187;1300.8127386139;1167.6519012213;1266.8266604345;41089198.99;0;"2022-10-09 17:00:00"
"2781";1266.6168788033;1327.8818326092;1219.9826856069;1322.1468008768;45640857.59;0;"2022-10-16 17:00:00"
"2781";1322.2257779742;1608.9558169902;1284.5106724408;1551.11720364;45354206.8;0;"2022-10-23 17:00:00"
"2781";1551.1172034907;1625.2350490168;1473.5249624793;1536.0846886769;43130666.95;0;"2022-10-30 17:00:00"
"2781";1535.5227609938;1567.3470070033;1028.7930573222;1170.4972623046;119136857.01;0;"2022-11-06 16:00:00"
"2781";1170.7637990362;1239.1412133311;1093.2636421611;1101.6538101174;73673495.1;0;"2022-11-13 16:00:00"
"2781";1101.1870606245;1183.7604648484;1036.1298944299;1153.785022908;57804545.52;0;"2022-11-20 16:00:00"
"2781";1153.7850227;1265.7488236857;1117.4607669265;1230.3238342837;61744453.38;0;"2022-11-27 16:00:00"
"2781";1229.5515952727;1253.8164399299;1174.759725719;1227.8119802521;52616028.17;0;"2022-12-04 16:00:00"
"2781";1227.8119797604;1312.8492540737;1130.4835019303;1164.6852043792;95416927.46;0;"2022-12-11 16:00:00"
"2781";1164.6852048356;1205.0229805559;1128.2181239304;1195.0136469997;54731257.12;0;"2022-12-18 16:00:00"
"2781";1196.0800911852;1210.1158647934;1159.9524744402;1175.7794003773;73131010.27;0;"2022-12-25 16:00:00"
"2781";1175.7794006425;1277.03407882;1170.7614205565;1277.0340753357;68140950.52;0;"2023-01-01 16:00:00"
"2781";1272.165581577;1551.1258330319;1270.2245542686;1535.2445809649;71516638.8;0;"2023-01-08 16:00:00"
"2781";1535.2445811694;1682.1537078876;1500.4142883724;1633.9054192475;86630361.23;0;"2023-01-15 16:00:00"
"2781";1632.954051481;1658.886229302;1528.31921927;1645.9910908735;94258941.44;0;"2023-01-22 16:00:00"
"2781";1646.0898059565;1710.2601298418;1543.1194997185;1636.0350237428;77959054.26;0;"2023-01-29 16:00:00"
"2781";1636.1713918602;1714.2306069128;1488.961605093;1506.848589973;134463737.07;0;"2023-02-05 16:00:00"
"2781";1507.8269888186;1737.2811428223;1464.2159278671;1681.2981881958;94881266.86;0;"2023-02-12 16:00:00"
"2781";1682.4999409288;1729.7108170747;1569.8798273252;1649.4031924656;58131202.22;0;"2023-02-19 16:00:00"
"2781";1648.6994596176;1701.6783490678;1566.9839536152;1583.0989360307;59434787.62;0;"2023-02-26 16:00:00"
"2781";1582.9431758341;1608.2826338722;1392.8044987147;1587.0730731626;123956187.07;0;"2023-03-05 16:00:00"
"2781";1588.1081064554;1869.9929212483;1557.8346449223;1808.7117276787;187936047.24;0;"2023-03-12 17:00:00"
"2781";1809.1730633909;1878.8486648874;1733.8943441748;1799.0361236561;152614112.04;0;"2023-03-19 17:00:00"
"2781";1799.3592138403;1868.8464661102;1648.45294496;1819.6345918171;145396186.17;0;"2023-03-26 17:00:00"
"2781";1819.5062440452;1970.9150846833;1789.0801999266;1902.4349415575;146472613.96;0;"2023-04-02 17:00:00"
"2781";1901.4608158791;2191.8464552001;1889.8617564156;2175.1331652406;164214436.69;0;"2023-04-09 17:00:00"
"2781";2174.8823887518;2176.2942334657;1875.933763302;1911.0470996614;65296584.42;0;"2023-04-16 17:00:00"
"2781";1910.8026500866;2016.6177339787;1853.8655475884;1933.9660911721;49858658.35;0;"2023-04-23 17:00:00"
"2781";1931.4747717712;2079.8062516803;1862.4236031102;1934.5200508389;75454651.89;0;"2023-04-30 17:00:00"
"2781";1934.5200505661;1949.233620803;1803.5616617794;1862.2128562475;82517776.94;0;"2023-05-07 17:00:00"
"2781";1861.4315611051;1910.2717355906;1838.5496101902;1867.572092399;97637309.67;0;"2023-05-14 17:00:00"
"2781";1867.4441597695;1978.7983433158;1830.47100988;1974.903889962;92298199.39;0;"2023-05-21 17:00:00"
"2781";1974.7169116163;1989.9618818267;1914.3363549096;1960.8540696654;118189813.47;0;"2023-05-28 17:00:00"
"2781";1961.0894455968;1966.9456855654;1780.920369373;1817.7881715461;95074243.98;0;"2023-06-04 17:00:00"
"2781";1818.3727507803;1828.7915668222;1691.2620026153;1786.7675188035;59387715.06;0;"2023-06-11 17:00:00"
"2781";1786.7675189813;2007.9527737777;1772.3621432962;1976.7137006011;34743261.31;0;"2023-06-18 17:00:00"
"2781";1976.6430416904;2035.3533726869;1891.2657144746;2016.4331685565;29294564.96;0;"2023-06-25 17:00:00"
"2781";2016.6348520321;2054.3243118249;1907.6973322517;1939.7416002009;42905097.41;0;"2023-07-02 17:00:00"
"2781";1939.7885972714;2108.1737081926;1926.9646796364;2006.787740149;98515922.15;0;"2023-07-09 17:00:00"
"2781";2006.0476344495;2018.7961273159;1936.4160396945;1970.930996038;29827989.77;0;"2023-07-16 17:00:00"
"2781";1969.9228802299;1972.7215659504;1918.3026249519;1943.0673333406;29680489.01;0;"2023-07-23 17:00:00"
"2781";1942.5886456171;1957.3243634852;1897.8047365986;1908.3285450968;22927486.46;0;"2023-07-30 17:00:00"
"2781";1909.7357969713;1956.4204833399;1886.6937405484;1925.2853095391;29642745.98;0;"2023-08-06 17:00:00"
"2781";1925.0687246988;1939.6936514558;1644.3914354506;1763.8688174925;19318655.83;0;"2023-08-13 17:00:00"
"2781";1763.9495780089;1775.6481569062;1670.2746469876;1735.6409537748;28005134.86;0;"2023-08-20 17:00:00"
"2781";1735.5048929264;1821.9959375435;1682.5214015842;1718.1655010531;69892737.4;0;"2023-08-27 17:00:00"
"2781";1717.1506232958;1736.5413772183;1682.0565064435;1695.4859972139;13475214.09;0;"2023-09-03 17:00:00"
"2781";1695.4878167616;1732.18103433;1610.1733853345;1700.3109781614;19017416.19;0;"2023-09-10 17:00:00"
"2781";1700.2055561316;1749.1718129136;1649.0581468923;1657.0658865414;18758252.54;0;"2023-09-17 17:00:00"
"2781";1656.8812796561;1819.2634351347;1641.606863973;1818.0584824005;20364102.34;0;"2023-09-24 17:00:00"
"2781";1817.9842155213;1826.6877652261;1691.1514109679;1714.2378559262;20913670.29;0;"2023-10-01 17:00:00"
"2781";1714.2835048194;1716.4561436374;1600.7680186904;1636.3641063799;18981526.03;0;"2023-10-08 17:00:00"
"2781";1636.7310742222;1753.1228672258;1624.79469861;1749.4518339265;19261464.84;0;"2023-10-15 17:00:00"
"2781";1763.227040005;1966.8326164854;1752.3754369322;1889.3443319818;42609029.75;0;"2023-10-22 17:00:00"
"2781";1889.442760717;2014.2785709317;1873.1256701281;1997.8015633237;34604655.57;0;"2023-10-29 17:00:00"
"2781";1997.4209769319;2249.353166048;1954.9594520218;2155.6621847348;48102165.91;0;"2023-11-05 16:00:00"
"2781";2156.1096077621;2230.9332393055;2017.0218384441;2124.0817946989;42345227.64;0;"2023-11-12 16:00:00"
"2781";2123.6503431807;2246.0080067417;2039.0181497301;2179.233866587;26338048.93;0;"2023-11-19 16:00:00"
"2781";2179.5532169445;2335.8823812474;2099.7522932235;2314.9735015494;33224279.93;452973855.37;"2023-11-26 16:00:00"
"2781";2316.737826967;2530.7033104949;2313.5051847379;2481.1008230723;41047014.61;485480202.97;"2023-12-03 16:00:00"
"2781";2481.2130585798;2483.3875458513;2271.7501895431;2321.7600788412;42731918.48;454301793.72;"2023-12-10 16:00:00"
"2781";2321.8979949996;2475.4997005791;2243.7056376188;2398.9783419733;51977756.88;469411191.01;"2023-12-17 16:00:00"
"2781";2398.2722294379;2583.5761832006;2315.6370757395;2411.3533555324;42906251.14;471832625.9;"2023-12-24 16:00:00"
"2781";2411.2789951698;2569.5590891597;2303.2901425037;2347.2629144919;47783378.87;459291966.51;"2023-12-31 16:00:00"
"2781";2347.2821662603;2865.8046088999;2295.8272307752;2655.9976617055;51253546.79;519702493.3;"2024-01-07 16:00:00"
"2781";2656.592345164;2748.9209104228;2555.7441220406;2593.0024197107;17139090.16;507376132.93;"2024-01-14 16:00:00"
"2781";2593.2349106194;2599.0345701786;2295.5401155898;2389.2356781736;35820519.71;467504831.4;"2024-01-21 16:00:00"
"2781";2389.2145114943;2520.7438284887;2377.1006830006;2431.5459441948;33717434.34;475783735.8;"2024-01-28 16:00:00"
"2781";2431.7904125387;2687.835803636;2415.4740777491;2659.1719836389;31582112.19;520323616.97;"2024-02-04 16:00:00"
"2781";2660.3564544688;3053.8765267111;2628.6118234068;3034.3141795044;46376190.14;593728175.02;"2024-02-11 16:00:00"
"2781";3034.3647410745;3294.3618223891;3024.0840357695;3292.6735811311;28770507.17;644281692.87;"2024-02-18 16:00:00"
"2781";3292.6370614449;3720.4972028418;3232.0700496535;3691.3267778645;83500748.63;722286678.82;"2024-02-25 16:00:00"
"2781";3691.7026636728;4214.9819044229;3597.1351002733;4118.6707996441;99455322.6;805905635.58;"2024-03-03 16:00:00"
"2781";4118.6707996441;4331.0724586463;3656.8772350634;3852.0912199628;81176091.42;753743664.87;"2024-03-10 17:00:00"
"2781";3852.0912199628;3852.0912199628;3279.1378344139;3663.3030909329;52178312.92;716803254.79;"2024-03-17 17:00:00"
"2781";3663.30312667;3895.1000174658;3638.9742745043;3869.9400680672;65199219.94;757236172.04;"2024-03-24 17:00:00"
"2781";3869.9400680672;3870.1302543727;3428.5577153626;3661.6605269592;55773727.78;716481845.19;"2024-03-31 17:00:00"
"2781";3661.6605269592;3946.3147740913;3063.4454194943;3359.43497157;65548193.56;657344980.37;"2024-04-07 17:00:00"
"2781";3359.43497157;3474.9035819986;3078.9484263012;3351.6857476711;35686270.45;655828679.72;"2024-04-14 17:00:00"
"2781";3351.6857476711;3559.3450731974;3292.2217493533;3490.7114077626;35846891.51;683032010.21;"2024-04-21 17:00:00"
"2781";3490.7114077626;3499.9731957411;3056.0910757135;3354.1367794955;52979049.04;656256780.89;"2024-04-28 17:00:00"
"2781";3353.8736065522;3421.9380261015;3092.3258056871;3131.1669986331;39222264.46;612679491.25;"2024-05-05 17:00:00"
"2781";3131.1669986331;3356.8460841185;3069.0655552129;3284.4353834577;38309977.34;642669714.09;"2024-05-12 17:00:00"
"2781";3284.4353834577;4207.7324038988;3269.7313470013;4086.8255389622;36220329.25;799674432.28;"2024-05-19 17:00:00"
"2781";4086.8255389622;4230.7140675906;3976.108682392;4050.8323387946;20929374.65;677742414.07;"2024-05-26 17:00:00"
"2781";4050.8323387946;4155.5359375105;3909.7546558557;3967.5942552037;12642514.49;663815898.48;"2024-06-02 17:00:00"
"2781";3967.7633494968;3969.2341707431;3628.8572134936;3879.9677858933;28376755.97;649155164.62;"2024-06-09 17:00:00"
"2781";3879.9811553426;3887.957219886;3620.3679683953;3670.6003886992;13503201.84;614126026.57;"2024-06-16 17:00:00"
"2781";3670.3470162863;3721.1701640668;3491.5150832041;3690.574400633;18652314.85;617467866.95;"2024-06-23 17:00:00"
"2781";3689.4529491585;3755.609247891;3055.5885577993;3159.968923072;19565889.29;528692571.6;"2024-06-30 17:00:00"
"2781";3159.9232653763;3513.4847049538;3078.3491545855;3492.4526055694;29818135.88;584320224.08;"2024-07-07 17:00:00"
"2781";3493.1267198633;3865.1216726587;3486.2299344289;3795.3918969083;21233126.6;635004821.58;"2024-07-14 17:00:00"
"2781";3795.3918969083;3815.1345735359;3337.6055221722;3521.3589132006;13836931.17;589156521.68;"2024-07-21 17:00:00"
"2781";3521.6695074253;3647.4200384101;2879.9786852407;2899.2258970916;15296936.94;485067806.84;"2024-07-28 17:00:00"
"2781";2899.2258970916;2906.6017066385;2367.2560122135;2746.9804519568;19733080.16;459595709.53;"2024-08-04 17:00:00"
"2781";2746.9716483796;2968.1498131781;2702.6105648345;2843.3857750298;10353287.41;475725228.33;"2024-08-11 17:00:00"
"2781";2842.9787322261;3035.4511359417;2738.4109109448;2960.729364549;8727486.79;495357916.38;"2024-08-18 17:00:00"
"2781";2960.729364549;2974.4290512917;2590.2329776726;2617.5765267851;5028105.99;437945213.7;"2024-08-25 17:00:00"
"2781";2617.5765267851;2753.4543699025;2322.8201948937;2475.9786892809;8576478.87;414254561.46;"2024-09-01 17:00:00"
"2781";2475.9786763095;2646.3123223853;2456.0322148005;2505.9435630704;7614585.49;483391501.43;"2024-09-08 17:00:00"
"2781";2505.9500297246;2833.8725405226;2455.9943558406;2784.8149420154;8221433.53;537799158.51;"2024-09-15 17:00:00"
"2781";2784.8149420154;2932.9322220642;2758.1099385481;2867.6800871516;8891825.27;534036109.17;"2024-09-22 17:00:00"
"2781";2868.3296317748;2870.3683549753;2498.0573420895;2633.483379226;9073844.4;493543825.26;"2024-09-29 17:00:00"
"2781";2633.5638725194;2718.0555977464;2521.3521666866;2664.7064378897;8964879.25;499854304.43;"2024-10-06 17:00:00"
"2781";2664.7005802848;2976.6286149726;2640.4328514725;2966.4951283325;10812659.19;546123057.48;"2024-10-13 17:00:00"
"2781";2966.5505552472;2987.4648389236;2593.5376283225;2711.9621479828;10388492.75;494721189.13;"2024-10-20 17:00:00"
"2781";2711.9621479828;2935.787237507;2609.2659081235;2656.2127038108;13937676.28;479589466.07;"2024-10-27 17:00:00"
"2781";2656.2127038108;3516.7732037526;2563.1210327675;3448.2260481023;19198275.49;627872206.92;"2024-11-03 16:00:00"
"2781";3448.2260481023;3714.5736228877;3265.8323206865;3328.0832249371;41638264.85;554593841.65;"2024-11-10 16:00:00"
"2781";3328.0832249371;3781.7252144366;3283.0510518418;3639.3747850142;51432505.78;608603933.45;"2024-11-17 16:00:00"
"2781";3639.3747850142;4055.3445869359;3532.7100358452;4021.973749748;24492374.77;670126366.35;"2024-11-24 16:00:00"
"2781";4021.973749748;4431.8988161339;3815.7458214595;4345.9129261176;32207246.7;729249662.37;"2024-12-01 16:00:00"
"2781";4338.5299730035;4342.6713067947;3821.5358073379;4276.8627398381;28957045.89;714754315.28;"2024-12-08 16:00:00"
"2781";4277.5499100526;4442.4195216145;3369.9788855847;3553.0156186241;28926460.43;580907699.09;"2024-12-15 16:00:00"
"2781";3553.2400355901;3832.1306111053;3496.526435604;3627.8629314661;14088094.59;572118311.26;"2024-12-22 16:00:00"
"2781";3627.9082686244;3984.7657279145;3585.5314177678;3953.0116793365;20041529.83;609754436.45;"2024-12-29 16:00:00"
"2781";3951.943988165;4045.5273266472;3464.0010461414;3545.9237443957;26423983.73;532223065.83;"2025-01-05 16:00:00"
"2781";3546.6016798591;3821.3257668313;3248.9940808333;3499.0691343446;43507238.25;529483538.8;"2025-01-12 16:00:00"
"2781";3503.1876498133;3722.1730194148;3425.7880108849;3520.0663997365;40010790.01;521786448.5;"2025-01-19 16:00:00"
"2781";3521.9828679107;3727.5096973523;3026.7785476903;3118.4758922771;28748662.23;445685131.67;"2025-01-26 16:00:00"
"2781";3119.9992744015;3159.5103314103;2438.1228149363;2863.8556374025;26600991.04;394936125.54;"2025-02-02 16:00:00"
"2781";2861.9070566162;3036.9554232449;2786.4735178684;2903.409760682;15061788.39;398674423.27;"2025-02-09 16:00:00"
"2781";2903.0717576971;3104.1475228213;2849.1798913351;3079.3647134474;19547866.75;428282020.86;"2025-02-16 16:00:00"
"2781";3076.0844535051;3090.3894761898;2267.7146298862;2748.6952584423;30058221.17;377467949.48;"2025-02-23 16:00:00"
"2781";2748.7025925964;2750.4412271265;2180.7115299328;2201.6893921803;17111297.72;296774254.64;"2025-03-02 16:00:00"
"2781";2201.0696834409;2329.5004624772;1928.4818480939;2059.781292919;21260202.92;275720586.46;"2025-03-09 17:00:00"
"2781";2059.780658899;2254.4957460993;2049.2548666184;2178.7851576402;13785546.15;289692724.41;"2025-03-16 17:00:00"
"2781";2178.7851576402;2294.2028464627;1946.3041544239;1974.4428546094;14750648.81;255503207.09;"2025-03-23 17:00:00"
"2781";1974.4126498774;2117.843614401;1698.2609991371;1723.576589876;17530704.14;217558702.22;"2025-03-30 17:00:00"
"2781";1723.4304341386;1838.3325030089;1538.6339417772;1747.2732315246;20612644.4;215795385.93;"2025-04-06 17:00:00"
"2781";1746.8400224373;1843.0256994155;1696.5243419746;1738.7629066264;13316549.35;211898598.18;"2025-04-13 17:00:00"
"2781";1738.7654196636;2027.5381024413;1689.2929929353;1965.639604768;12427804.25;239069699.04;"2025-04-20 17:00:00"
"2781";1965.639604768;2047.3964946355;1912.956598039;1987.8885822607;12702463.91;244860829.49;"2025-04-27 17:00:00"
"2781";1987.8950799958;2853.5301737217;1926.567800362;2756.1221736687;34302571.75;340514611.44;"2025-05-04 17:00:00"
"2781";2756.7385892641;3001.1665679831;2610.8284206182;2744.8141813018;27921607.36;341433118.69;"2025-05-11 17:00:00"
"2781";2741.0660553517;3000.3373968031;2593.0654331922;2805.4693245453;20018681;351343878.43;"2025-05-18 17:00:00"
"2781";2803.3451945761;3039.3645291468;2730.3623030946;2791.5836676002;19184428.92;353178104.74;"2025-05-25 17:00:00"
"2781";2791.5836676002;2926.7879898641;2635.4829454932;2765.8330344212;23891828.36;345405250.97;"2025-06-01 17:00:00"
"2781";2765.8330344212;3158.9014987327;2720.5842934774;2806.4883543599;23915706.42;353571506.95;"2025-06-08 17:00:00"
"2781";2806.4867226272;2936.8437620269;2354.1722633318;2453.5120479427;24920992.91;310568953.25;"2025-06-15 17:00:00"
"2781";2453.7280536046;2769.8426833864;2433.2531982504;2758.8681537196;13428771.55;348822802.99;"2025-06-22 17:00:00"
"2781";2758.7019660297;2885.7831857058;2631.6517938175;2832.3058126318;56223924.92;356094798.5;"2025-06-29 17:00:00"
"2781";2832.2361448426;3334.1539816841;2788.8500811465;3278.9878890678;50131370.87;428152708.3;"2025-07-06 17:00:00"
"2781";3278.9878890678;4196.4318923165;3253.1164620295;4144.9143064147;60766954.17;542817033.81;"2025-07-13 17:00:00"
"2781";4144.2784899622;4265.1414804242;3895.2526660041;4264.7330241444;60404551.36;559247356.96;"2025-07-20 17:00:00"
"2781";4264.7330241444;4331.747802489;3720.9543194994;3857.9019043115;49389071.85;495518754.86;"2025-07-27 17:00:00"
"2781";3857.9019043115;4742.9009828735;3854.8171969214;4677.2647759728;76117552.36;603990464.28;"2025-08-03 17:00:00"
"2781";4677.4283969734;5260.9293587645;4603.7866331141;4942.4666151976;135378168.13;645620202.65;"2025-08-10 17:00:00"
"2781";4942.4666151976;5438.7389838683;4484.7567789418;5258.8200884838;107657043.35;689001989.41;"2025-08-17 17:00:00"
"2781";5258.3036477886;5268.9951346364;4697.2969597209;4831.497045188;56502692.86;621558913.4;"2025-08-24 17:00:00"
"2781";4831.698608356;4926.1335367103;4655.5836167833;4739.0102716827;51618642;599337361.38;"2025-08-31 17:00:00"
"2781";4739.0102716827;5226.9163352082;4707.6127987436;5076.2265531979;73591863.49;642798202.85;"2025-09-07 17:00:00"
"2781";5075.1570362282;5125.0088246036;4872.4785838815;4908.7860903813;51465585.4;616388332.91;"2025-09-14 17:00:00"
"2781";4910.736001235;4911.2593635958;4262.8399239584;4557.1899032153;82732541.79;549979473.67;"2025-09-21 17:00:00"
"2781";4557.5473104721;5059.5191604384;4504.637414159;4973.8493346863;46535494.56;601612505.52;"2025-09-28 17:00:00"
"2781";4974.2945532938;5195.0511145473;4956.779166293;5158.9935752726;0;0;"2025-10-05 17:00:00"