Date,STYETH
2024-04-04T15:00:00,3.5333
2024-04-03T15:00:00,3.5082
2024-04-02T15:00:00,3.5424
2024-04-01T15:00:00,3.3332
2024-03-31T15:00:00,3.325
2024-03-30T16:00:00,3.3212
2024-03-29T16:00:00,3.4317
2024-03-28T16:00:00,3.3533
2024-03-27T16:00:00,3.3982
2024-03-26T16:00:00,3.4057
2024-03-25T16:00:00,3.2922
2024-03-24T16:00:00,3.2343
2024-03-23T16:00:00,3.2591
2024-03-22T16:00:00,3.3835
2024-03-21T16:00:00,3.3886
2024-03-20T16:00:00,3.4124
2024-03-19T16:00:00,3.4973
2024-03-18T16:00:00,3.3738
2024-03-17T16:00:00,3.3796
2024-03-16T16:00:00,3.4116
2024-03-15T16:00:00,3.5622
2024-03-14T16:00:00,3.5035
2024-03-13T16:00:00,3.5705
2024-03-12T16:00:00,3.6749
2024-03-11T16:00:00,3.7331
2024-03-10T16:00:00,3.6013
2024-03-09T16:00:00,3.5098
2024-03-08T16:00:00,3.667
2024-03-07T16:00:00,3.6916
2024-03-06T16:00:00,3.8574
2024-03-05T16:00:00,3.8973
2024-03-04T16:00:00,3.6929
2024-03-03T16:00:00,3.4596
2024-03-02T16:00:00,3.601
2024-03-01T16:00:00,3.4972
2024-02-29T16:00:00,3.6387
2024-02-28T16:00:00,3.5531
2024-02-27T16:00:00,3.5857
2024-02-26T16:00:00,3.4217
2024-02-25T16:00:00,3.3539
2024-02-24T16:00:00,3.3865
2024-02-23T16:00:00,3.4849
2024-02-22T16:00:00,3.4796
2024-02-21T16:00:00,3.4603
2024-02-20T16:00:00,3.5358
2024-02-19T16:00:00,3.4815
2024-02-18T16:00:00,3.4185
2024-02-17T16:00:00,3.3409
2024-02-16T16:00:00,3.5685
2024-02-15T16:00:00,3.4646
2024-02-14T16:00:00,3.5485
2024-02-13T16:00:00,3.6041
2024-02-12T16:00:00,3.49
2024-02-11T16:00:00,3.529
2024-02-10T16:00:00,3.6994
2024-02-09T16:00:00,3.9349
2024-02-08T16:00:00,3.8239
2024-02-07T16:00:00,3.5053
2024-02-06T16:00:00,3.5088
2024-02-05T16:00:00,3.3231
2024-02-04T16:00:00,3.3771
2024-02-03T16:00:00,3.4233
2024-02-02T16:00:00,3.5922
2024-02-01T16:00:00,3.5088
2024-01-31T16:00:00,3.6571
2024-01-30T16:00:00,3.5984
2024-01-29T16:00:00,3.3841
2024-01-28T16:00:00,3.3347
2024-01-27T16:00:00,3.3847
2024-01-26T16:00:00,3.5749
2024-01-25T16:00:00,3.5357
2024-01-24T16:00:00,3.4441
2024-01-23T16:00:00,3.4699
2024-01-22T16:00:00,3.3757
2024-01-21T16:00:00,3.4927
2024-01-20T16:00:00,3.4836
2024-01-19T16:00:00,3.7789
2024-01-18T16:00:00,3.6266
2024-01-17T16:00:00,3.8401
2024-01-16T16:00:00,3.7707
2024-01-15T16:00:00,3.5448
2024-01-14T16:00:00,3.6378
2024-01-13T16:00:00,3.5346
2024-01-12T16:00:00,3.4931
2024-01-11T16:00:00,3.6798
2024-01-10T16:00:00,3.592
2024-01-09T16:00:00,3.5633
2024-01-08T16:00:00,3.4196
2024-01-07T16:00:00,3.3202
2024-01-06T16:00:00,3.408
2024-01-05T16:00:00,3.4683
2024-01-04T16:00:00,3.6267
2024-01-03T16:00:00,3.5861
2024-01-02T16:00:00,3.513
2024-01-01T16:00:00,3.3834
2023-12-31T16:00:00,3.4032
2023-12-30T16:00:00,3.4641
2023-12-29T16:00:00,3.6384
2023-12-28T16:00:00,3.7191
2023-12-27T16:00:00,3.5895
2023-12-26T16:00:00,3.5177
2023-12-25T16:00:00,3.5235
2023-12-24T16:00:00,3.5491
2023-12-23T16:00:00,3.6004
2023-12-22T16:00:00,3.6671
2023-12-21T16:00:00,3.6515
2023-12-20T16:00:00,3.6369
2023-12-19T16:00:00,3.7435
2023-12-18T16:00:00,3.7624
2023-12-17T16:00:00,3.6259
2023-12-16T16:00:00,3.8515
2023-12-15T16:00:00,3.8792
2023-12-14T16:00:00,3.7214
2023-12-13T16:00:00,3.6595
2023-12-12T16:00:00,3.7345
2023-12-11T16:00:00,3.6493
2023-12-10T16:00:00,3.5816
2023-12-09T16:00:00,3.6614
2023-12-08T16:00:00,3.8076
2023-12-07T16:00:00,3.887
2023-12-06T16:00:00,3.8927
2023-12-05T16:00:00,3.912
2023-12-04T16:00:00,3.8721
2023-12-03T16:00:00,3.683
2023-12-02T16:00:00,3.8365
2023-12-01T16:00:00,3.8722
2023-11-30T16:00:00,3.9027
2023-11-29T16:00:00,3.9022
2023-11-28T16:00:00,3.8279
2023-11-27T16:00:00,3.8042
2023-11-26T16:00:00,3.5842
2023-11-25T16:00:00,3.6297
2023-11-24T16:00:00,3.6913
2023-11-23T16:00:00,3.8812
2023-11-22T16:00:00,3.8153
2023-11-21T16:00:00,3.6794
2023-11-20T16:00:00,3.6968
2023-11-19T16:00:00,3.5928
2023-11-18T16:00:00,3.7569
2023-11-17T16:00:00,3.7461
2023-11-16T16:00:00,3.837
2023-11-15T16:00:00,3.8457
2023-11-14T16:00:00,4.1362
2023-11-13T16:00:00,3.9631
2023-11-12T16:00:00,3.7733
2023-11-11T16:00:00,3.7839
2023-11-10T16:00:00,3.8961
2023-11-09T16:00:00,3.8085
2023-11-08T16:00:00,3.6886
2023-11-07T16:00:00,3.6956
2023-11-06T16:00:00,3.7517
2023-11-05T16:00:00,3.6316
2023-11-04T16:00:00,3.6624
2023-11-03T16:00:00,3.7231
2023-11-02T16:00:00,3.8056
2023-11-01T16:00:00,3.6591
2023-10-31T16:00:00,3.8235
2023-10-30T16:00:00,3.6785
2023-10-29T16:00:00,3.6268
2023-10-28T15:00:00,3.702
2023-10-27T15:00:00,3.7636
2023-10-26T15:00:00,3.8387
2023-10-25T15:00:00,3.6397
2023-10-24T15:00:00,3.8564
2023-10-23T15:00:00,3.6174
2023-10-22T15:00:00,3.5262
2023-10-21T15:00:00,3.5552
2023-10-20T15:00:00,3.6915
2023-10-19T15:00:00,3.5503
2023-10-18T15:00:00,3.5667
2023-10-17T15:00:00,3.6083
2023-10-16T15:00:00,3.5431
2023-10-15T15:00:00,3.4326
2023-10-14T15:00:00,3.4861
2023-10-13T15:00:00,3.5857
2023-10-12T15:00:00,3.5167
2023-10-11T15:00:00,3.5124
2023-10-10T15:00:00,3.5191
2023-10-09T15:00:00,3.5125
2023-10-08T15:00:00,3.4783
2023-10-07T15:00:00,3.5294
2023-10-06T15:00:00,3.5551
2023-10-05T15:00:00,3.5612
2023-10-04T15:00:00,3.6859
2023-10-03T15:00:00,3.7231
2023-10-02T15:00:00,3.7752
2023-10-01T15:00:00,3.5902
2023-09-30T15:00:00,3.6214
2023-09-29T15:00:00,3.6611
2023-09-28T15:00:00,3.69
2023-09-27T15:00:00,3.7325
2023-09-26T15:00:00,3.7865
2023-09-25T15:00:00,3.6862
2023-09-24T15:00:00,3.5669
2023-09-23T15:00:00,3.6062
2023-09-22T15:00:00,3.7586
2023-09-21T15:00:00,3.793
2023-09-20T15:00:00,3.8321
2023-09-19T15:00:00,3.7763
2023-09-18T15:00:00,3.7355
2023-09-17T15:00:00,3.575
2023-09-16T15:00:00,3.7507
2023-09-15T15:00:00,3.8654
2023-09-14T15:00:00,3.8512
2023-09-13T15:00:00,3.8471
2023-09-12T15:00:00,3.8358
2023-09-11T15:00:00,3.7846
2023-09-10T15:00:00,3.7664
2023-09-09T15:00:00,3.9598
2023-09-08T15:00:00,3.9221
2023-09-07T15:00:00,3.8797
2023-09-06T15:00:00,4.0195
2023-09-05T15:00:00,3.8583
2023-09-04T15:00:00,3.8793
2023-09-03T15:00:00,3.7767
2023-09-02T15:00:00,3.821
2023-09-01T15:00:00,3.9877
2023-08-31T15:00:00,3.9707
2023-08-30T15:00:00,4.1215
2023-08-29T15:00:00,4.2301
2023-08-28T15:00:00,4.0749
2023-08-27T15:00:00,3.897
2023-08-26T15:00:00,4.0389
2023-08-25T15:00:00,4.188
2023-08-24T15:00:00,4.089
2023-08-23T15:00:00,4.1109
2023-08-22T15:00:00,4.1585
2023-08-21T15:00:00,4.1358
2023-08-20T15:00:00,3.9819
2023-08-19T15:00:00,4.0297
2023-08-18T15:00:00,4.2473
2023-08-17T15:00:00,4.3046
2023-08-16T15:00:00,4.4132
2023-08-15T15:00:00,4.2385
2023-08-14T15:00:00,4.1185
2023-08-13T15:00:00,4.0794
2023-08-12T15:00:00,4.1225
2023-08-11T15:00:00,4.1789
2023-08-10T15:00:00,4.1875
2023-08-09T15:00:00,4.228
2023-08-08T15:00:00,4.1946
2023-08-07T15:00:00,4.2335
2023-08-06T15:00:00,4.1329
2023-08-05T15:00:00,4.1276
2023-08-04T15:00:00,4.2213
2023-08-03T15:00:00,4.3729
2023-08-02T15:00:00,4.3693
2023-08-01T15:00:00,4.3029
2023-07-31T15:00:00,4.0652
2023-07-30T15:00:00,4.1294
2023-07-29T15:00:00,4.2822
2023-07-28T15:00:00,4.5719
2023-07-27T15:00:00,4.5971
2023-07-26T15:00:00,4.5028
2023-07-25T15:00:00,4.6691
2023-07-24T15:00:00,4.6363
2023-07-23T15:00:00,4.4009
2023-07-22T15:00:00,4.7019
2023-07-21T15:00:00,4.6331
2023-07-20T15:00:00,4.6415
2023-07-19T15:00:00,4.7021
2023-07-18T15:00:00,4.454
2023-07-17T15:00:00,4.6141
2023-07-16T15:00:00,4.4127
2023-07-15T15:00:00,4.2657
2023-07-14T15:00:00,4.6587
2023-07-13T15:00:00,4.5599
2023-07-12T15:00:00,4.481
2023-07-11T15:00:00,4.6567
2023-07-10T15:00:00,4.5256
2023-07-09T15:00:00,4.4585
2023-07-08T15:00:00,4.6552
2023-07-07T15:00:00,4.7902
2023-07-06T15:00:00,4.6083
2023-07-05T15:00:00,4.3508
2023-07-04T15:00:00,4.3885
2023-07-03T15:00:00,4.5377
2023-07-02T15:00:00,4.3717
2023-07-01T15:00:00,4.7398
2023-06-30T15:00:00,4.8661
2023-06-29T15:00:00,4.795
2023-06-28T15:00:00,4.505
2023-06-27T15:00:00,4.3259
2023-06-26T15:00:00,4.2365
2023-06-25T15:00:00,4.177
2023-06-24T15:00:00,4.2869
2023-06-23T15:00:00,4.4155
2023-06-22T15:00:00,4.5217
2023-06-21T15:00:00,4.4677
2023-06-20T15:00:00,4.433
2023-06-19T15:00:00,4.3274
2023-06-18T15:00:00,4.3744
2023-06-17T15:00:00,4.5702
2023-06-16T15:00:00,4.626
2023-06-15T15:00:00,4.5555
2023-06-14T15:00:00,4.4388
2023-06-13T15:00:00,4.3807
2023-06-12T15:00:00,4.4319
2023-06-11T15:00:00,4.3428
2023-06-10T15:00:00,4.5253
2023-06-09T15:00:00,4.6583
2023-06-08T15:00:00,4.7139
2023-06-07T15:00:00,4.6921
2023-06-06T15:00:00,4.9091
2023-06-05T15:00:00,4.7059
2023-06-04T15:00:00,4.5645
2023-06-03T15:00:00,4.6984
2023-06-02T15:00:00,4.9634
2023-06-01T15:00:00,5.1081
2023-05-31T15:00:00,5.2397
2023-05-30T15:00:00,5.2249
2023-05-29T15:00:00,5.5118
2023-05-28T15:00:00,4.9581
2023-05-27T15:00:00,5.0122
2023-05-26T15:00:00,5.0947
2023-05-25T15:00:00,5.4362
2023-05-24T15:00:00,5.4504
2023-05-23T15:00:00,5.6711
2023-05-22T15:00:00,5.304
2023-05-21T15:00:00,4.862
2023-05-20T15:00:00,4.9287
2023-05-19T15:00:00,5.5275
2023-05-18T15:00:00,5.6369
2023-05-17T15:00:00,5.3958
2023-05-16T15:00:00,6.0845
2023-05-15T15:00:00,5.4905
2023-05-14T15:00:00,5.3231
2023-05-13T15:00:00,5.4963
2023-05-12T15:00:00,6.6929
2023-05-11T15:00:00,7.8035
2023-05-10T15:00:00,6.5268
2023-05-09T15:00:00,6.6831
2023-05-08T15:00:00,7.8024
2023-05-07T15:00:00,7.6364
2023-05-06T15:00:00,8.3095
2023-05-05T15:00:00,6.7116
2023-05-04T15:00:00,6.076
2023-05-03T15:00:00,6.5258
2023-05-02T15:00:00,6.7213
2023-05-01T15:00:00,6.1187
2023-04-30T15:00:00,5.1883
2023-04-29T15:00:00,5.0135
2023-04-28T15:00:00,5.1021
2023-04-27T15:00:00,5.0763
2023-04-26T15:00:00,5.0385
2023-04-25T15:00:00,5.1908
2023-04-24T15:00:00,5.3265
2023-04-23T15:00:00,5.2733
2023-04-22T15:00:00,4.888
2023-04-21T15:00:00,5.5361
2023-04-20T15:00:00,6.1684
2023-04-19T15:00:00,6.3905
2023-04-18T15:00:00,5.4523
2023-04-17T15:00:00,4.9919
2023-04-16T15:00:00,4.3656
2023-04-15T15:00:00,4.4385
2023-04-14T15:00:00,4.4999
2023-04-13T15:00:00,4.1822
2023-04-12T15:00:00,4.4833
2023-04-11T15:00:00,4.5453
2023-04-10T15:00:00,4.3825
2023-04-09T15:00:00,4.3575
2023-04-08T15:00:00,4.3495
2023-04-07T15:00:00,4.4231
2023-04-06T15:00:00,4.4028
2023-04-05T15:00:00,4.576
2023-04-04T15:00:00,4.669
2023-04-03T15:00:00,4.5295
2023-04-02T15:00:00,4.4683
2023-04-01T15:00:00,4.5689
2023-03-31T15:00:00,4.6545
2023-03-30T15:00:00,4.8246
2023-03-29T15:00:00,4.7359
2023-03-28T15:00:00,4.6159
2023-03-27T15:00:00,4.6069
2023-03-26T15:00:00,4.4522
2023-03-25T16:00:00,4.439
2023-03-24T16:00:00,4.5557
2023-03-23T16:00:00,4.6647
2023-03-22T16:00:00,4.6225
2023-03-21T16:00:00,4.7378
2023-03-20T16:00:00,4.8269
2023-03-19T16:00:00,4.528
2023-03-18T16:00:00,4.6916
2023-03-17T16:00:00,4.8005
2023-03-16T16:00:00,4.9882
2023-03-15T16:00:00,5.0012
2023-03-14T16:00:00,4.9051
2023-03-13T16:00:00,5.5649
2023-03-12T16:00:00,4.9782
2023-03-11T16:00:00,6.7832
2023-03-10T16:00:00,4.9501
2023-03-09T16:00:00,4.7938
2023-03-08T16:00:00,4.7723
2023-03-07T16:00:00,4.8924
2023-03-06T16:00:00,4.7939
2023-03-05T16:00:00,4.7067
2023-03-04T16:00:00,4.7403
2023-03-03T16:00:00,4.9799
2023-03-02T16:00:00,4.9595
2023-03-01T16:00:00,4.9111
2023-02-28T16:00:00,4.881
2023-02-27T16:00:00,4.6757
2023-02-26T16:00:00,4.6419
2023-02-25T16:00:00,4.6328
2023-02-24T16:00:00,4.7739
2023-02-23T16:00:00,4.953
2023-02-22T16:00:00,4.9997
2023-02-21T16:00:00,5.0338
2023-02-20T16:00:00,4.9452
2023-02-19T16:00:00,4.8766
2023-02-18T16:00:00,4.9371
2023-02-17T16:00:00,5.0129
2023-02-16T16:00:00,5.2707
2023-02-15T16:00:00,5.1412
2023-02-14T16:00:00,4.9191
2023-02-13T16:00:00,4.9856
2023-02-12T16:00:00,4.7694
2023-02-11T16:00:00,4.8133
2023-02-10T16:00:00,5.0556
2023-02-09T16:00:00,5.1025
2023-02-08T16:00:00,5.3117
2023-02-07T16:00:00,5.3581
2023-02-06T16:00:00,4.9253
2023-02-05T16:00:00,4.9128
2023-02-04T16:00:00,5.0122
2023-02-03T16:00:00,5.1316
2023-02-02T16:00:00,5.1329
2023-02-01T16:00:00,4.9937
2023-01-31T16:00:00,4.8609
2023-01-30T16:00:00,4.8783
2023-01-29T16:00:00,4.7973
2023-01-28T16:00:00,4.8733
2023-01-27T16:00:00,4.9734
2023-01-26T16:00:00,4.9962
2023-01-25T16:00:00,4.9696
2023-01-24T16:00:00,5.062
2023-01-23T16:00:00,4.8669
2023-01-22T16:00:00,4.865
2023-01-21T16:00:00,5.0937
2023-01-20T16:00:00,4.9111
2023-01-19T16:00:00,5.0022
2023-01-18T16:00:00,5.0986
2023-01-17T16:00:00,5.0017
2023-01-16T16:00:00,4.9758
2023-01-15T16:00:00,4.8717
2023-01-14T16:00:00,5.1651
2023-01-13T16:00:00,4.9434
2023-01-12T16:00:00,4.9878
2023-01-11T16:00:00,4.9776
2023-01-10T16:00:00,4.9522
2023-01-09T16:00:00,4.9704
2023-01-08T16:00:00,4.8719
2023-01-07T16:00:00,4.8881
2023-01-06T16:00:00,4.942
2023-01-05T16:00:00,5.0019
2023-01-04T16:00:00,4.98
2023-01-03T16:00:00,4.8964
2023-01-02T16:00:00,4.8611
2023-01-01T16:00:00,4.7531
2022-12-31T16:00:00,4.7687
2022-12-30T16:00:00,4.8146
2022-12-29T16:00:00,4.8481
2022-12-28T16:00:00,4.8636
2022-12-27T16:00:00,4.8281
2022-12-26T16:00:00,4.7291
2022-12-25T16:00:00,4.6327
2022-12-24T16:00:00,4.7156
2022-12-23T16:00:00,4.8217
2022-12-22T16:00:00,4.8307
2022-12-21T16:00:00,4.891
2022-12-20T16:00:00,4.9637
2022-12-19T16:00:00,4.7995
2022-12-18T16:00:00,4.8096
2022-12-17T16:00:00,4.8879
2022-12-16T16:00:00,4.9805
2022-12-15T16:00:00,4.9459
2022-12-14T16:00:00,4.904
2022-12-13T16:00:00,5.0073
2022-12-12T16:00:00,4.8866
2022-12-11T16:00:00,4.7874
2022-12-10T16:00:00,4.8106
2022-12-09T16:00:00,4.9653
2022-12-08T16:00:00,4.9914
2022-12-07T16:00:00,4.9372
2022-12-06T16:00:00,4.9749
2022-12-05T16:00:00,4.8958
2022-12-04T16:00:00,4.7672
2022-12-03T16:00:00,4.9042
2022-12-02T16:00:00,4.9987
2022-12-01T16:00:00,4.9885
2022-11-30T16:00:00,4.9809
2022-11-29T16:00:00,4.9928
2022-11-28T16:00:00,4.9469
2022-11-27T16:00:00,4.8434
2022-11-26T16:00:00,4.8813
2022-11-25T16:00:00,4.9755
2022-11-24T16:00:00,4.9638
2022-11-23T16:00:00,5.0867
2022-11-22T16:00:00,5.2674
2022-11-21T16:00:00,5.1479
2022-11-20T16:00:00,5.0872
2022-11-19T16:00:00,4.9937
2022-11-18T16:00:00,5.1939
2022-11-17T16:00:00,5.2131
2022-11-16T16:00:00,5.2896
2022-11-15T16:00:00,5.405
2022-11-14T16:00:00,5.6103
2022-11-13T16:00:00,5.1698
2022-11-12T16:00:00,5.5981
2022-11-11T16:00:00,5.9948
2022-11-10T16:00:00,7.1542
2022-11-09T16:00:00,6.7118
2022-11-08T16:00:00,5.5567
2022-11-07T16:00:00,5.3144
2022-11-06T16:00:00,5.1125
2022-11-05T16:00:00,5.2821
2022-11-04T16:00:00,5.4565
2022-11-03T16:00:00,5.4397
2022-11-02T16:00:00,5.36
2022-11-01T16:00:00,5.3599
2022-10-31T16:00:00,5.2979
2022-10-30T16:00:00,5.2684
2022-10-29T15:00:00,5.4527
2022-10-28T15:00:00,5.4839
2022-10-27T15:00:00,5.5656
2022-10-26T15:00:00,5.5497
2022-10-25T15:00:00,5.3938
2022-10-24T15:00:00,5.3775
2022-10-23T15:00:00,5.3424
2022-10-22T15:00:00,5.6082
2022-10-21T15:00:00,5.7434
2022-10-20T15:00:00,5.629
2022-10-19T15:00:00,5.5407
2022-10-18T15:00:00,5.7729
2022-10-17T15:00:00,5.4104
2022-10-16T15:00:00,5.3261
2022-10-15T15:00:00,5.2524
2022-10-14T15:00:00,5.3925
2022-10-13T15:00:00,5.3697
2022-10-12T15:00:00,5.3596
2022-10-11T15:00:00,5.4378
2022-10-10T15:00:00,5.4047
2022-10-09T15:00:00,5.2447
2022-10-08T15:00:00,5.2939
2022-10-07T15:00:00,5.4526
2022-10-06T15:00:00,5.5289
2022-10-05T15:00:00,5.4359
2022-10-04T15:00:00,5.4568
2022-10-03T15:00:00,5.3649
2022-10-02T15:00:00,5.2688
